title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
Ottu,14 April 2023,Aha,Film,tt14312358,https://www.imdb.com/title/tt14312358/,Ottu,2022,"Kichu, an idle guy dreams of making easy money. He is offered an odd job of befriending a strange man called David, who has lost his memory. Will Kichu accept the job? What unleashes next forms the crux of the story.",Fellini T.P.,"Arvind Swami, Kunchacko Boban, Jackie Shroff",5.8,https://m.media-amazon.com/images/M/MV5BY2E5MDc2NzQtNWJhOC00ZDA0LWEyMmMtMDJiMWU1MjgyY2EwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,2024-10-15T23:52:00.701218
Asalu,13 April 2023,ETV Win,Film,tt27191945,https://www.imdb.com/title/tt27191945/,Asalu,2023,"A professor is murdered while he is taking class to his students on a zoom call. Officer Ranjith is assigned to this case, who reveals that the situation is much more complicated than it appears with 4 suspects and strong motives.",Uday &amp; Suresh,"Shamna Kasim, Satya Krishnan",N/A,https://m.media-amazon.com/images/M/MV5BMzU2MmQwODMtMjk5OC00MGQyLWIwNmUtOTE0NzJhNzk2MDE2XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,2024-10-15T23:52:00.954789
O Kala,13 April 2023,Disney+ Hotstar,Film,tt27441163,https://www.imdb.com/title/tt27441163/,O Kala,2023,,Deepak Kolipaka,"Keshav Deepak, Roshni Sahota, Santhosh Singuru",N/A,https://m.media-amazon.com/images/M/MV5BMTM2OGYwNmUtYmM4OS00MWJlLTljYTAtYmNlNjgyOTg0YjgwXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:52:01.217761
Ranga Maarthaanda,07 April 2023,Prime Video,Film,tt11773308,https://www.imdb.com/title/tt11773308/,Ranga Maarthaanda,2023,"Raghava Rao is a theatre artist who was given the title Rangamarthanda. As he grows older, he decides to retire and distributes his wealth among his children, Sri and Ranga who mistreat him and his wife Raju Garu.",Krishna Vamsi,"Prakash Raj, Ramya Krishnan, Brahmanandam",8.1,https://m.media-amazon.com/images/M/MV5BYTIxNzU4NTctM2RjNS00ODk3LWJiZGUtZjMzMjBiMTk4NzBkXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_SX300.jpg,2024-10-15T23:52:01.458592
I Love You Idiot,07 April 2023,Aha,Film,,,,,,,,,,
AMIGOS,01 April 2023,Netflix,Film,tt23490586,https://www.imdb.com/title/tt23490586/,Amigos,2023,Three nearly-identical men become fast friends after meeting via an online doppelgänger-finding app. It's all fun and games until one of them turns out to be a notorious fugitive.,Rajendra Reddy,"Brahmaji, Nithin Prasanna, Nandamuri Kalyan Ram",6.0,https://m.media-amazon.com/images/M/MV5BODI3NGNjMjAtNzE5NS00NGRlLWE0MGItMjc5NTU0OTE0MWMzXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:01.960083
Software Blues,31 Mar 2023,Aha,Film,tt12375868,https://www.imdb.com/title/tt12375868/,Software Blues,2022,"A story about an ambitious go-getter who feigns a good-looking girl, who holds a dream to fly to America. It is a journey through his trials and tribulations to win over her love.",Uma Shankar,"Sreeram Nimmala, Bhawna Choudhary, Aryaman",5.5,https://m.media-amazon.com/images/M/MV5BODQ0MzAxOGMtOGU2OS00Y2U5LWFlZDUtMmE1ZGJlMzAyYjJmXkEyXkFqcGdeQXVyMTE4NzM1NjY4._V1_SX300.jpg,2024-10-15T23:52:02.217767
Premadesam,31 Mar 2023,Prime Video,Film,tt21618750,https://www.imdb.com/title/tt21618750/,Premadesam,2023,"Premadesam is a hyperlinked story, Urban ROM-COM and an Emotional drama. Two Love Stories! Four Lives! Two Problems- One Solution! - One Incident! Did that incident cleared their problems? Or created more difficulties?",Srikanth Siddham,"Megha Akash, Madhoo, Vaishnavi Chaitanya",6.9,https://m.media-amazon.com/images/M/MV5BNWI0NTI3ZDgtMTNiZi00MDk5LTljNGQtNzgzYzQxNzM1ODEyXkEyXkFqcGdeQXVyMTM5NDQ2NjMw._V1_SX300.jpg,2024-10-15T23:52:02.464059
Sridevi Shoban Babu,30 Mar 2023,Disney+ Hotstar,Film,tt26655145,https://www.imdb.com/title/tt26655145/,Sridevi Shoban Babu,2023,Sridevi is a young fashion designer from Hyderabad. Shoban Babu is a big-hearted guy from Anakapalli. Both of them meet in Araku valley and fight over a property. What happens subsequently forms the story.,Prashanth Kumar Dimmala,"Mahaboob Basha, Gouri Kishan, Moin",4.5,https://m.media-amazon.com/images/M/MV5BNWUwZDYzNDUtOGExYS00NDU5LWI2NTgtNDJmOTlkYTdjZDc1XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:52:02.734539
Mr. King,25 Mar 2023,Prime Video,Film,tt22036922,https://www.imdb.com/title/tt22036922/,Mr. King,2023,Shiva is an RJ who is doing his thesis on airplane mechanism while Seetharama is cunning and complex. Umadevi and Vennela both fell in love with Shiva. How will Shiva untangle the love triangle and manage Seetharama Raju's twisted...,Sashidhar Chavali,"Tanikella Bharani, S.S. Kanchi, Mirchi Kiran",4.9,https://m.media-amazon.com/images/M/MV5BOWMyYTVhZDEtZDdlZC00MDE4LWFjN2UtZGNjMjdjYzNmZGUyXkEyXkFqcGdeQXVyMTQ2NTg1MzAz._V1_SX300.jpg,2024-10-15T23:52:02.985946
Balagam,24 Mar 2023,Prime Video,Film,tt26690825,https://www.imdb.com/title/tt26690825/,Balagam,2023,"Balagam is set in a village in Telangana and it revolves around the after effects on a family and its relations, both with the village folks and among themselves, after the jovial patriarch of the family suddenly passes away.",Venu Yeldandi,"Priyadarshi Pulikonda, Kavya Kalyanram, Kethiri Sudhakar Reddy",7.9,https://m.media-amazon.com/images/M/MV5BNjUwNGM0ODctMWNlOC00NzY5LWI0ZjctMmU0NTUwMDhiM2FhXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:03.485700
Vinaro Bhagyamu Vishnu Katha,22 Mar 2023,Aha,Film,tt21338696,https://www.imdb.com/title/tt21338696/,Vinaro Bhagyamu Vishnu Katha,2023,Two lovely individuals crossing paths. Things take a turn as they meet and become integral for each other. Can they have a strong bond and happy life together?,Murali Kishor Abburu,"Kiran Abbavaram, Kashmira Pardeshi, Murli Sharma",6.7,https://m.media-amazon.com/images/M/MV5BNGY5NDYzMTEtODRiMC00NDkwLWE4NzEtNjY3ZmE4MDhhYWFjXkEyXkFqcGdeQXVyNTAwNDc0NTQ@._V1_SX300.jpg,2024-10-15T23:52:03.780741
Panchathantram,22 Mar 2023,ETV Win,Film,,,,,,,,,,
Sir,17 Mar 2023,Netflix,Film,tt7142506,https://www.imdb.com/title/tt7142506/,Sir,2018,"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.",Rohena Gera,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni",7.7,https://m.media-amazon.com/images/M/MV5BN2ZhMTI3MDctYTlhYy00NjBlLWEyOGEtYzE3MjM4MWFkNmQwXkEyXkFqcGdeQXVyNTA3NTQ4OTg@._V1_SX300.jpg,2024-10-15T23:52:04.290352
Writer Padmabhushan,17 Mar 2023,ZEE5,Film,tt15341106,https://www.imdb.com/title/tt15341106/,Writer Padmabhushan,2023,"Padmabhushan, a 25-year-old aspiring writer based out of Vijayawada and his middle class family take us on a roller coaster ride packed with innocuous fun and soft emotions, with their heart in the right place.",Shanmukha Prasanth,"Suhas, Tina Shilparaj, Gowri Priya",7.5,https://m.media-amazon.com/images/M/MV5BZGE2NTVmODgtMWRhMi00NjM5LTk4OWEtY2JlOWE4NWIyZjNlXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:04.566081
Popcorn,17 Mar 2023,Prime Video,Film,tt0102690,https://www.imdb.com/title/tt0102690/,Popcorn,1991,A master of disguise deranged killer begins killing off the college students who are organizing a horror-movie marathon in an abandoned theater.,"Mark Herrier, Alan Ormsby","Jill Schoelen, Tom Villard, Dee Wallace",5.9,https://m.media-amazon.com/images/M/MV5BMzM5ODcxMDEtYWQ2OS00MjY4LTgzYmItODEzYWFmNDQ5Y2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2024-10-15T23:52:04.825568
Srirangapuram,17 Mar 2023,Aha,Film,tt21059844,https://www.imdb.com/title/tt21059844/,Srirangapuram,2022,"Peddi Reddy is a highly revered person in Sri Rangapuram village. He lends help to all the needy in his village and hence is respected by one and all. On the other hand, Konda Reddy from the adjacent village is a criminal who trie...",M.S. Vasu,"Vinayak Desai, Payel Mukherjee, Chindanuru Nagaraju",N/A,https://m.media-amazon.com/images/M/MV5BZTJkZDU1OWQtODU2Ni00ZjQwLWFkYzgtM2JiN2RlNTVjODJlXkEyXkFqcGdeQXVyMTQ5MTE1NDg1._V1_SX300.jpg,2024-10-15T23:52:04.975357
Boy Friend For Hire,17 Mar 2023,Aha,Film,,,,,,,,,,
Rana Naidu,10 Mar 2023,Netflix,Series,tt15471900,https://www.imdb.com/title/tt15471900/,Rana Naidu,2023,"In the complicated world of celebrities, Rana Naidu is the go-to problem-solver. When his father is released from prison, Rana grapples with family secrets and personal conflict and realizes that the only problem he can't fix is h...",N/A,"Venkatesh Daggubati, Rana Daggubati, Surveen Chawla",7.0,https://m.media-amazon.com/images/M/MV5BNDQ4MTE5YzItMmY2OS00NGViLTlkYjctZWVhYTdhZWY4N2UyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,2024-10-15T23:52:05.464894
Sasanasabha,10 Mar 2023,Prime Video,Film,tt21338378,https://www.imdb.com/title/tt21338378/,Sasanasabha,2022,The movie's subject will be very apt to the present-day society and will carry an important message to the society but without being preachy anywhere. It will be a racy political Drama.,Venu Madikanti,"Indrasena, Aishwarya Raj Bhakuni, Sonia Agarwal",4.5,https://m.media-amazon.com/images/M/MV5BMmM0NDkyNTQtNDg4ZC00MGNmLWE3MTUtYzUxYmI5NzU4N2U2XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:05.719110
Veyi Subhamulu Kalugu Neeku,10 Mar 2023,Aha,Film,tt14996298,https://www.imdb.com/title/tt14996298/,Veyi Subhamulu Kalugu Neeku,2022,"To fulfill an oath to his father, Chaithu, a successful TV show director saves each penny to buy his dream house. After buying the house, he faces unexpected problems that keeps his girlfriend at bay. What will he do?",Rathod Raams,"Jabardasth Appalarao, R.J. Hemant, Srikanth Iyengar",1.7,https://m.media-amazon.com/images/M/MV5BYzU0MTNjNGYtMjU2Zi00MDg1LWFlZDAtYTJiYzY2ZDYxNzVlXkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:52:05.966871
BadTrip S1,10 Mar 2023,SonyLIV,Series,,,,,,,,,,
Richie,10 Mar 2023,Aha,Film,tt7297586,https://www.imdb.com/title/tt7297586/,Richie,2017,"A journalist sets out to uncover the truth behind an incident, through the perspectives of different people, unraveling how they and their lives are intertwined with it.",Gautham Ramachandran,"Nivin Pauly, Natarajan Subramaniam, Shraddha Srinath",5.1,https://m.media-amazon.com/images/M/MV5BZjdmNjcyNzAtNTM2YS00YTNjLTlmMTctYjFhYmI4YTQxZWY4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:52:06.465318
Anger Tales,09 Mar 2023,Disney+ Hotstar,Film,tt25836892,https://www.imdb.com/title/tt25836892/,Anger Tales,2023–,"A bald-headed young male, who suffers from low self-esteem, is constantly mocked. He is written off by people around him. Then there is a track involving a vegetarian family. A female character has been advised by the doctor to ea...",N/A,"Venkatesh Maha, Sriram Reddy Polasane, Madonna Sebastian",5.3,https://m.media-amazon.com/images/M/MV5BNDM2MjMwOWEtZjEyMy00NzZmLThjMjEtMTU5Y2Q4MzUyYTE0XkEyXkFqcGdeQXVyMTQ4NDUwODM3._V1_SX300.jpg,2024-10-15T23:52:06.713695
Butta Bomma,04 Mar 2023,Netflix,Film,tt23490324,https://www.imdb.com/title/tt23490324/,Butta Bomma,2023,"Satya, a girl from a village in Araku who falls in love with Murali, an auto driver she has never met, over the phone.",Chandrasekhar T. Ramesh,"Arjun Das, Charan Kurugonda, Anikha Surendran",6.6,https://m.media-amazon.com/images/M/MV5BNDMwZjI1M2UtYzZjZS00MDFmLTljZGMtNjA4Y2QyZWM1MjIzXkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:06.969824
Vasantha Kokila,03 Mar 2023,Prime Video,Film,tt13409052,https://www.imdb.com/title/tt13409052/,Vasantha Kokila,2023,"Rudhran, works tirelessly for a successful career and money, embarks on a romantic journey to spend quality time with his girlfriend Nila. On the way, he stays at the Vasantha Mullai lodge which changes his life forever.",Ramanan Purushothama,"Kashmira Pardeshi, Bobby Simha",6.9,https://m.media-amazon.com/images/M/MV5BZjA5NTdlMWEtZjFiZi00NGU5LTkwMDAtYjI4OTQ3YzhkM2NhXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:52:07.259582
Kranthi,03 Mar 2023,Aha,Film,tt1579594,https://www.imdb.com/title/tt1579594/,Kranthi,1996,N/A,N/A,"Naveen Vadde, Sindhu, Babu",N/A,N/A,2024-10-15T23:52:07.504317
Waltair Veerayya,27 Feb 2023,Netflix,Film,tt15281402,https://www.imdb.com/title/tt15281402/,Waltair Veerayya,2023,A fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,K.S. Ravindra,"Chiranjeevi, Ravi Teja, Shruti Haasan",6.2,https://m.media-amazon.com/images/M/MV5BNWRiYjBlMWUtOGFhNS00N2FmLWEzMDQtYjRjMmYzMjQyYzJlXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:07.757700
Micheal,24 Feb 2023,Aha,Film,tt0236867,https://www.imdb.com/title/tt0236867/,Whatever Happened to Micheal Ray?,2000,N/A,"Jim Podhoretz, Larry Weitzman","Micheal Ray Richardson, Chris Rock, Stan Albeck",7.5,https://m.media-amazon.com/images/M/MV5BNjg1NTZiZmUtZjgyYS00ZmExLWI0YjgtMWNkNzYxZTExMjUyXkEyXkFqcGdeQXVyMTI2NzcyMTA@._V1_SX300.jpg,2024-10-15T23:52:08.006358
Puli Meka,24 Feb 2023,ZEE5,Series,tt26699205,https://www.imdb.com/title/tt26699205/,Puli Meka,2023–,A serial killer is targeting police officers in Hyderabad. A female cop in charge of the Special Investigation Team and a forensic expert race against time to find the culprit.,N/A,"Nalla Sreedhar Reddy Gabbar, Lavanya Tripathi, Aadi",6.4,https://m.media-amazon.com/images/M/MV5BMDRlNzQ2ZGEtYjY5OS00NjNlLTk4YzAtN2E5NjUzMGZkNDU3XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:08.279566
Home (Telugu Dub),24 Feb 2023,Prime Video,Film,,,,,,,,,,
Veera Simha Reddy,23 Feb 2023,Disney+ Hotstar,Film,tt15387190,https://www.imdb.com/title/tt15387190/,Veera Simha Reddy,2023,"Veera Simha Reddy is a revered man in a village and his son Jai Simha Reddy settles in the USA. When his father gets killed in the village politics, Jai Simha returns to India and takes revenge on who killed his father.",Gopichand Malineni,"Nandamuri Balakrishna, Shruti Haasan, Honey Rose",4.9,https://m.media-amazon.com/images/M/MV5BZmI0MTEyOWMtYTgzMi00ZGU4LWJhNDQtOWY0NDAyMmQ2NmUyXkEyXkFqcGdeQXVyMTU4Mzg1OTU2._V1_SX300.jpg,2024-10-15T23:52:08.731657
Vaarasudu,22 Feb 2023,Prime Video,Film,,,,,,,,,,
Gaalodu,17 Feb 2023,Aha & Prime Video,Film,tt21378182,https://www.imdb.com/title/tt21378182/,Gaalodu,2022,Raju a poor person wanders as Galodu. Shukla loves the hero even though she is a rich girl with a good education. Why does the heroine fall in love with Raju?,RajaSekar Reddy Pulicharla,"Boosupalli Ankireddy, Raj Bala, Balaji",N/A,https://m.media-amazon.com/images/M/MV5BMTJlZDUzMTctYjJmYi00MGZkLTkzMDItYzk4Y2Q5NGYyNzVjXkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:09.235660
Kalyanam Kamaneeyam,17 Feb 2023,Aha,Film,tt24224066,https://www.imdb.com/title/tt24224066/,Kalyanam Kamaneeyam,2023,"Love blossoms into marriage for Siva and Sruthi, but Siva is jobless and his efforts at trying to find a job go unnoticed by Sruthi, which leads to complications in their relationship.",Anil kumar Aalla,"Santosh Sobhan, Priya Bhavani Shankar, Devi Prasad",6.0,https://m.media-amazon.com/images/M/MV5BMTUzNzRmMDMtZTMxNi00ZDQ4LTllODYtMTJmM2YzYTljNzU4XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:52:09.488999
Lucky Lakshman,17 Feb 2023,Aha,Film,tt23897324,https://www.imdb.com/title/tt23897324/,Lucky Lakshman,2022,A youngster who experiences personal upheavals in his family and love life and how he deals with them and emerges successful.,Abhi Ar,"Syed Sohel Ryan, Mokksha, Devi Prasad",6.2,https://m.media-amazon.com/images/M/MV5BNGM5NDdhMDUtZTQyOC00NGY0LWIxMjEtZjZkMGE1YjAxOWJlXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,2024-10-15T23:52:09.754459
Sadha Nannu Nadipe,16 Feb 2023,Disney+ Hotstar,Film,tt11318302,https://www.imdb.com/title/tt11318302/,Sadha Nannu Nadipe,2022,"When a pretty girl who's about to pass away soon falls for a small time thief, he struggles to come to terms with it.",Lanka Pratheek Prem Karan,"Mahesh Achanta, Mohammad Ali, Surya Kumar Bhagawan Das",6.4,https://m.media-amazon.com/images/M/MV5BNGRmYTJhNDYtYmYyMC00YjBiLThiMmItYjMxZmM1NTQ3NzU1XkEyXkFqcGdeQXVyOTg3NjI4MzQ@._V1_SX300.jpg,2024-10-15T23:52:10.020639
Malikappuram (Telugu),15 Feb 2023,Disney+ Hotstar,Film,,,,,,,,,,
Hunt,10 Feb 2023,Prime Video & Aha,Film,tt6931658,https://www.imdb.com/title/tt6931658/,Hunt,2022,The International Unit and The Domestic Unit of the Korean Spy Agency are tasked with the mission of uncovering a North Korean Spy known as Donglim who is deeply embedded within their agency.,Lee Jung-jae,"Lee Jung-jae, Hwang Jung-min, Jung Woo-sung",6.7,https://m.media-amazon.com/images/M/MV5BYWYxYjY2OTMtZmM0Zi00OGI3LWI0YWItMDJiMDg1MzliNWNiXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_SX300.jpg,2024-10-15T23:52:10.557180
Vedha (Telugu),10 Feb 2023,ZEE5,Film,,,,,,,,,,
Raajahyogam,09 Feb 2023,Disney+ Hotstar,Film,tt24657342,https://www.imdb.com/title/tt24657342/,Raajahyogam,2022,A car mechanic meets the girl of his dreams and fakes that he is rich to woo her. But the mechanic doesn't know that the girl is also hiding something from him. They soon end up in a life threatening situation with diamond smugglers.,Ram Ganpati,"Sai Ronak, Ankita Saha, Bismi Naas",5.9,https://m.media-amazon.com/images/M/MV5BM2JkM2IzMjYtYTQ0YS00MzYyLWI4M2UtMDk1NmNkZmQ0YmRhXkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:52:11.155745
Thegimpu,08 Feb 2023,Netflix,Film,,,,,,,,,,
Mukhachitram,03 Feb 2023,Aha,Film,tt23875342,https://www.imdb.com/title/tt23875342/,Mukhachitram,2022,A plastic surgeon's life turns upside down after he replaces his wife's face to his ex-girlfriend. Things blow out unusually leading to a big issue ending in courtroom drama.,Gangadhar,"Vikas Vasistha, Priya Vadlamani, Ayesha Khan",N/A,https://m.media-amazon.com/images/M/MV5BNGMyNTBlZjMtNjE3NS00NmU2LThmZGItZWMxMWExYWE1ZDQwXkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:11.813814
Black Panther: Wakanda Forever (Telugu),01 Feb 2023,Disney+ Hotstar,Film,,,,,,,,,,
18 Pages,27 Jan 2023,Aha & Netflix,Film,tt11915042,https://www.imdb.com/title/tt11915042/,18 Pages,2022,"Nandini, a young woman who loves living an orthodox life without being bound to technology uses a diary to keep track of her life. But, when her diary is lost, Sidhu finds it. Drawn to the person he reads about, he sets out to fin...",Palnati Surya Pratap,"Nikhil Siddharth, Anupama Parameswaran, Ravi Varma",7.1,https://m.media-amazon.com/images/M/MV5BY2Q1ZjBjMTMtNjQxOS00OTRkLThmZjUtZWUyMzVhMTA4MGE1XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,2024-10-15T23:52:12.326740
Dhamaka,22 Jan 2023,Netflix,Film,tt13510660,https://www.imdb.com/title/tt13510660/,Dhamaka,2021,"Reassigned from TV to radio, a frustrated anchor sees both danger and opportunity when he receives threatening calls on the air.","Ram Madhvani, Heavenveer Singh Hayer","Kartik Aaryan, Mrunal Thakur, Amruta Subhash",6.8,https://m.media-amazon.com/images/M/MV5BNzUyOWU2M2MtMDU1Yy00M2E1LTg3OTktMGRjYTE2MjkzYzUwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2024-10-15T23:52:12.585702
Driver Jamuna,20 Jan 2023,Aha,Film,tt21302152,https://www.imdb.com/title/tt21302152/,Driver Jamuna,2022,A taxi driver unwillingly became accomplice to goons,"Kinslin, Appaguru, Karthik M Somasundaram","Aadukalam Naren, Aishwarya Rajesh, Sriranjani",5.5,https://m.media-amazon.com/images/M/MV5BMDM3Njg5NmEtMjc3ZC00ZjY2LThlOWEtYTllY2QwMGJhYzA0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:52:12.831422
Gurtundha Seetakalam,20 Jan 2023,Prime Video,Film,,,,,,,,,,
Chittam Maharani,20 Jan 2023,Aha,Film,tt21051458,https://www.imdb.com/title/tt21051458/,Chittam Maharani,2022,"Chaitra needs to return to her hometown as PM has announced national lockdown. Raju, a bike mechanic and her friend, agrees to take her. Meanwhile a little girl is kidnapped. Will Chaitra reach home safely? Is the little girl safe...",Akula Kasi Viswanath,"Yazurved Gurram, Rachana Inder, Sunil",N/A,https://m.media-amazon.com/images/M/MV5BMzkyY2FiYTktMTI0ZC00YzcxLTkwY2EtNjBkZDVjZWI1YWEyXkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_SX300.jpg,2024-10-15T23:52:13.333190
ATM,20 Jan 2023,ZEE5,Series,tt1603257,https://www.imdb.com/title/tt1603257/,ATM,2012,"On a late night visit to an ATM, three co-workers end up in a desperate fight for their lives when they become trapped by an unknown man.",David Brooks,"Alice Eve, Josh Peck, Brian Geraghty",4.7,https://m.media-amazon.com/images/M/MV5BMTQ4OTQxMzU5OV5BMl5BanBnXkFtZTcwNDMyNzM0Nw@@._V1_SX300.jpg,2024-10-15T23:52:13.582943
Korameenu,14 Jan 2023,Prime Video,Film,tt24059568,https://www.imdb.com/title/tt24059568/,Korameenu,2022,"Set in fisherman's colony of jalaripeta, this is a twisty-roller coaster story of a happy go-lucky driver of a narcissistic rich man with a lot of influence. After both of them end up liking the same woman, conflicts ensue.",Sripathy Karri,"Anveesha, Hanish Ashok, Jabardast Ashok",N/A,https://m.media-amazon.com/images/M/MV5BYjM1MWE0ODgtNDA2MS00ZmVmLThiMzAtYWQzNWQzM2NlMzBjXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_SX300.jpg,2024-10-15T23:52:13.840218
Laatti,14 Jan 2023,Sun NXT,Film,,,,,,,,,,
Anukoni Prayanam,13 Jan 2023,Prime Video,Film,tt21331256,https://www.imdb.com/title/tt21331256/,Anukoni Prayanam,2022,"Anukoni Prayanam, directed by Venkatesh Pediredla, featuring Rajendra Prasad and Narasimha Raju in the lead, tries to capture the ups and downs in life - looking at it from different perspectives.",Venkatesh Pediredla,"Mahesh Achanta, Ananth, Ravi Babu",N/A,https://m.media-amazon.com/images/M/MV5BNzNmNzgyNjYtNTBlNi00MTMyLWFlY2UtNzU4ZDJhOGRiNmM3XkEyXkFqcGdeQXVyMTQ2NTg1MzAz._V1_SX300.jpg,2024-10-15T23:52:14.349515
Cheppalani Undi,12 Jan 2023,Prime Video,Film,,,,,,,,,,
HIT 2,06 Jan 2023,Prime Video,Film,tt2982532,https://www.imdb.com/title/tt2982532/,Hit 2 Pass,2014,"Two circles move in not-quite unison; a camera tracks a car which, later, tracks a track, all forced contact and slow speed, velocity crying out for inertia like friendship, a time apart in the digital flow of perpetual motion to ...",Kurt Walker,"Neil Bahadur, Tyson Storozinski, Dale Storozinski",6.5,N/A,2024-10-15T23:52:14.870293
3Cs,06 Jan 2023,SonyLIV,Series,tt25394956,https://www.imdb.com/title/tt25394956/,"3Cs - Choices, Chances, and Changes",2023–,What happens when three friends are struck on an island because of their misadventures? Will they escape the trouble awaiting them?,N/A,"Sanjay Rao, Ram Nitin, Gnaneswari Kandregula",N/A,https://m.media-amazon.com/images/M/MV5BNTM1YzVmZGEtN2NjNi00M2JkLWIxZDUtNzlhYTNiYjc1ZWU2XkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_SX300.jpg,2024-10-15T23:52:15.116958
Matti Kusthi,01 Jan 2023,Netflix,Film,,,,,,,,,,
Butterfly,29 Dec 2022,Disney+ Hotstar,Film,tt0188030,https://www.imdb.com/title/tt0188030/,Butterfly,1999,"Based in 1936 Spain, Moncho is an outcast at school but is able to form a strong bond with his outspoken teacher. When fascism arrives to Spain, his teacher is considered an enemy of the regime &amp; arrested.",José Luis Cuerda,"Manuel Lozano, Fernando Fernán Gómez, Uxía Blanco",7.6,https://m.media-amazon.com/images/M/MV5BZTAwNzQ1MTktZDRmMi00OTZjLWJmNjctMGM3ZTQxNjNlYTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2024-10-15T23:52:15.540049
Top Gun: Maverick (Telugu),26 Dec 2022,Prime Video,Film,,,,,,,,,,
Love Today (Telugu),23 Dec 2022,Netflix,Film,,,,,,,,,,
Itlu Maredumilli Prajaneekam,23 Dec 2022,ZEE5,Film,tt21289032,https://www.imdb.com/title/tt21289032/,Itlu Maredumilli Prajaneekam,2022,"A school teacher who is posted as an Election Officer in a rural mountainous village, makes sure that 100% voting happens there. However, he is forced to whisk away the voting machine to solve the societal issues prevailing in the...",A.R. Mohan,"Anandhi, Darbha Appaji Ambarisha, Raghu Babu",7.0,https://m.media-amazon.com/images/M/MV5BYzc3ZTA5ZjUtY2ZjMC00MDM4LTgzMTctMzY3YTIzODNlNGIwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:52:16.191857
Masooda,21 Dec 2022,Aha,Film,tt23726308,https://www.imdb.com/title/tt23726308/,Masooda,2022,"The simple lives of Neelam, a single mother, and Nazia, her daughter, take a horrific turn when an evil force enters into their lives. The story revolves around how Gopi, their helpful neighbor, and Neelam face the odds and save N...",Sai Kiran,"Thiruveer, Bandhavi Sridhar, Sangeetha Krish",7.2,https://m.media-amazon.com/images/M/MV5BYzcyMDQzOTQtNmY3OC00MDgyLTg5MTQtZTZmMmUxYTlmNjVjXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,2024-10-15T23:52:16.444756
Vallidari Madhya,16 Dec 2022,Aha,Film,,,,,,,,,,
Vijaya Raghavan,16 Dec 2022,ZEE5,Film,,,,,,,,,,
